Time (s),Temperature (°C),Absolute Pressure (kPa),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²)
17.950,39.8,283.2,0.733,0.000,0.000,0.0175,0.000,0.000
18.000,39.7,282.7,0.733,0.000,0.000,0.0175,0.000,0.000
18.050,39.7,282.7,0.733,0.000,0.000,0.0175,0.000,0.000
18.100,39.7,283.2,0.733,0.000,0.000,0.0175,0.000,0.000
18.150,39.7,283.2,0.733,0.000,0.000,0.0175,0.000,0.000
18.200,39.7,283.7,0.733,0.000,0.000,0.0175,0.000,0.000
18.250,39.7,283.2,0.733,0.000,0.000,0.0175,0.000,0.000
18.300,39.8,283.7,0.733,0.000,1.745,0.0175,0.000,0.042
18.350,39.7,283.7,0.733,0.175,3.491,0.0175,0.004,0.083
18.400,39.7,273.9,0.750,0.349,3.491,0.0179,0.008,0.083
18.450,39.7,250.5,0.768,0.524,5.236,0.0183,0.013,0.125
18.500,39.7,204.1,0.803,0.873,6.981,0.0192,0.021,0.167
18.550,39.7,123.5,0.855,1.222,0.000,0.0204,0.029,0.000
18.600,39.7,54.2,0.925,0.873,-10.472,0.0221,0.021,-0.250
18.650,39.7,43.5,0.942,0.175,-8.727,0.0225,0.004,-0.208
18.700,39.7,44.9,0.942,0.000,-6.189E-14,0.0225,0.000,-1.475E-15
18.750,39.7,44.9,0.942,0.175,1.745,0.0225,0.004,0.042
18.800,39.7,44.9,0.960,0.175,-1.745,0.0229,0.004,-0.042
18.850,39.7,44.9,0.960,0.000,-1.745,0.0229,0.000,-0.042
18.900,39.7,44.9,0.960,0.000,0.000,0.0229,0.000,0.000
18.950,39.7,44.9,0.960,0.000,0.000,0.0229,0.000,0.000
19.000,39.7,44.4,0.960,0.000,0.000,0.0229,0.000,0.000
19.050,39.7,44.4,0.960,0.000,0.000,0.0229,0.000,0.000
19.100,39.7,44.9,0.960,0.000,0.000,0.0229,0.000,0.000
19.150,39.7,45.4,0.960,0.000,0.000,0.0229,0.000,0.000
19.200,39.7,44.4,0.960,0.000,1.745,0.0229,0.000,0.042
19.250,39.8,44.9,0.960,0.175,1.745,0.0229,0.004,0.042
19.300,39.7,44.9,0.977,0.175,-1.745,0.0233,0.004,-0.042
19.350,39.7,44.9,0.977,0.000,-1.745,0.0233,0.000,-0.042
19.400,39.7,44.9,0.977,0.000,0.000,0.0233,0.000,0.000
19.450,39.7,44.9,0.977,0.000,0.000,0.0233,0.000,0.000
19.500,39.7,44.9,0.977,0.000,0.000,0.0233,0.000,0.000
19.550,39.6,44.9,0.977,0.000,0.000,0.0233,0.000,0.000
19.600,39.7,44.4,0.977,0.000,0.000,0.0233,0.000,0.000
19.650,39.7,44.9,0.977,0.000,0.000,0.0233,0.000,0.000
19.700,39.8,44.9,0.977,0.000,0.000,0.0233,0.000,0.000
19.750,39.7,44.9,0.977,0.000,0.000,0.0233,0.000,0.000
19.800,39.7,45.4,0.977,0.000,0.000,0.0233,0.000,0.000
19.850,39.7,44.4,0.977,0.000,0.000,0.0233,0.000,0.000
19.900,39.7,44.4,0.977,0.000,0.000,0.0233,0.000,0.000
19.950,39.7,44.9,0.977,0.000,0.000,0.0233,0.000,0.000
20.000,39.7,44.4,0.977,0.000,0.000,0.0233,0.000,0.000
20.050,39.7,43.9,0.977,0.000,0.000,0.0233,0.000,0.000
20.100,39.7,43.9,0.977,0.000,0.000,0.0233,0.000,0.000
20.150,39.7,44.4,0.977,0.000,0.000,0.0233,0.000,0.000
20.200,39.7,43.5,0.977,0.000,0.000,0.0233,0.000,0.000
20.250,39.7,43.9,0.977,0.000,0.000,0.0233,0.000,0.000
20.300,39.7,43.5,0.977,0.000,0.000,0.0233,0.000,0.000
20.350,39.7,43.0,0.977,0.000,0.000,0.0233,0.000,0.000
20.400,39.7,42.5,0.977,0.000,0.000,0.0233,0.000,0.000
20.450,39.7,41.5,0.977,0.000,0.000,0.0233,0.000,0.000
20.500,39.7,39.1,0.977,0.000,0.000,0.0233,0.000,0.000
20.550,39.8,37.1,0.977,0.000,-1.745,0.0233,0.000,-0.042
20.600,39.7,36.1,0.977,-0.175,-3.491,0.0233,-0.004,-0.083
20.650,39.7,35.6,0.960,-0.349,-1.745,0.0229,-0.008,-0.042
20.700,39.7,34.2,0.942,-0.349,-1.745,0.0225,-0.008,-0.042
20.750,39.7,33.2,0.925,-0.524,-1.745,0.0221,-0.013,-0.042
20.800,39.7,32.7,0.890,-0.524,1.745,0.0212,-0.012,0.042
20.850,39.7,33.2,0.873,-0.349,1.110E-14,0.0208,-0.008,0.000
20.900,39.7,32.2,0.855,-0.524,-1.745,0.0204,-0.012,-0.042
20.950,39.7,33.2,0.820,-0.524,1.745,0.0196,-0.013,0.042
21.000,39.7,33.2,0.803,-0.349,1.745,0.0192,-0.008,0.042
21.050,39.8,34.7,0.785,-0.349,1.238E-13,0.0188,-0.008,2.602E-15
21.100,39.7,34.7,0.768,-0.349,0.000,0.0183,-0.008,-3.469E-16
21.150,39.7,35.2,0.750,-0.349,-1.745,0.0179,-0.008,-0.042
21.200,39.7,34.7,0.733,-0.524,-1.745,0.0175,-0.013,-0.042
21.250,39.7,34.7,0.698,-0.524,3.491,0.0167,-0.013,0.083
21.300,39.7,34.7,0.681,-0.175,3.491,0.0163,-0.004,0.083
21.350,39.7,35.2,0.681,-0.175,-1.745,0.0163,-0.004,-0.042
21.400,39.7,35.2,0.663,-0.349,-1.745,0.0158,-0.008,-0.042
21.450,39.7,35.2,0.646,-0.349,-1.238E-13,0.0154,-0.008,-2.776E-15
21.500,39.7,35.2,0.628,-0.349,1.127E-13,0.0150,-0.008,2.776E-15
21.550,39.6,35.2,0.611,-0.349,1.238E-13,0.0146,-0.008,2.949E-15
21.600,39.7,35.2,0.593,-0.349,0.000,0.0142,-0.008,0.000
21.650,39.8,35.6,0.576,-0.349,1.745,0.0137,-0.008,0.042
21.700,39.7,36.1,0.559,-0.175,1.745,0.0133,-0.004,0.042
21.750,39.7,35.6,0.559,-0.175,-1.745,0.0133,-0.004,-0.042
21.800,39.7,35.6,0.541,-0.349,-1.745,0.0129,-0.008,-0.042
21.850,39.7,35.6,0.524,-0.349,1.745,0.0125,-0.008,0.042
21.900,39.7,35.2,0.506,-0.175,1.745,0.0121,-0.004,0.042
21.950,39.7,35.6,0.506,-0.175,-1.745,0.0121,-0.004,-0.042
22.000,39.7,35.6,0.489,-0.349,6.189E-14,0.0117,-0.008,1.648E-15
22.050,39.6,36.1,0.471,-0.175,1.745,0.0112,-0.004,0.042
22.100,39.6,36.1,0.471,-0.175,-1.745,0.0112,-0.004,-0.042
22.150,39.7,36.1,0.454,-0.349,-6.189E-14,0.0108,-0.008,-1.301E-15
22.200,39.7,36.1,0.436,-0.175,1.745,0.0104,-0.004,0.042
22.250,39.7,36.6,0.436,-0.175,6.745E-14,0.0104,-0.004,1.301E-15
22.300,39.7,36.1,0.419,-0.175,5.634E-14,0.0100,-0.004,1.648E-15
22.350,39.6,36.1,0.419,-0.175,-5.551E-15,0.0100,-0.004,1.735E-16
22.400,39.7,37.1,0.401,-0.175,-6.189E-14,0.0096,-0.004,-1.475E-15
22.450,39.7,36.6,0.401,-0.175,-1.745,0.0096,-0.004,-0.042
22.500,39.7,36.1,0.384,-0.349,6.189E-14,0.0092,-0.008,1.301E-15
22.550,39.7,36.6,0.367,-0.175,3.491,0.0087,-0.004,0.083
22.600,39.7,36.1,0.367,0.000,0.000,0.0087,0.000,1.735E-16
22.650,39.7,36.1,0.367,-0.175,-1.745,0.0087,-0.004,-0.042
22.700,39.7,36.6,0.349,-0.175,-6.189E-14,0.0083,-0.004,-1.648E-15
22.750,39.7,36.6,0.349,-0.175,6.189E-14,0.0083,-0.004,1.301E-15
22.800,39.7,36.6,0.332,-0.175,6.745E-14,0.0079,-0.004,1.648E-15
22.850,39.7,36.6,0.332,-0.175,5.551E-15,0.0079,-0.004,1.735E-16
22.900,39.7,36.6,0.314,-0.175,-6.745E-14,0.0075,-0.004,-1.561E-15
22.950,39.7,36.1,0.314,-0.175,-6.745E-14,0.0075,-0.004,-1.561E-15
23.000,39.7,36.6,0.297,-0.175,1.745,0.0071,-0.004,0.042
23.050,39.7,36.6,0.297,0.000,6.189E-14,0.0071,0.000,1.475E-15
23.100,39.7,37.1,0.297,-0.175,-1.745,0.0071,-0.004,-0.042
23.150,39.7,37.1,0.279,-0.175,-6.189E-14,0.0067,-0.004,-1.475E-15
23.200,39.7,36.6,0.279,-0.175,-6.189E-14,0.0067,-0.004,-1.475E-15
23.250,39.7,37.1,0.262,-0.175,1.745,0.0062,-0.004,0.042
23.300,39.7,37.1,0.262,0.000,6.467E-14,0.0062,0.000,1.475E-15
23.350,39.7,36.6,0.262,-0.175,-1.745,0.0062,-0.004,-0.042
23.400,39.7,37.1,0.244,-0.175,1.745,0.0058,-0.004,0.042
23.450,39.6,37.1,0.244,0.000,-6.467E-14,0.0058,0.000,-1.475E-15
23.500,39.7,37.1,0.244,-0.175,-1.745,0.0058,-0.004,-0.042
23.550,39.7,37.1,0.227,-0.175,1.745,0.0054,-0.004,0.042
23.600,39.7,36.6,0.227,0.000,2.776E-15,0.0054,0.000,0.000
23.650,39.7,37.1,0.227,-0.175,-1.745,0.0054,-0.004,-0.042
23.700,39.7,37.1,0.209,-0.175,1.745,0.0050,-0.004,0.042
23.750,39.6,37.1,0.209,0.000,1.745,0.0050,0.000,0.042
23.800,39.7,37.1,0.209,0.000,-1.745,0.0050,0.000,-0.042
23.850,39.7,37.6,0.209,-0.175,-1.745,0.0050,-0.004,-0.042
23.900,39.7,37.1,0.192,-0.175,1.745,0.0046,-0.004,0.042
23.950,39.6,37.1,0.192,0.000,1.745,0.0046,0.000,0.042
24.000,39.7,37.1,0.192,0.000,-1.745,0.0046,0.000,-0.042
24.050,39.7,37.1,0.192,-0.175,-1.745,0.0046,-0.004,-0.042
24.100,39.7,37.1,0.175,-0.175,1.745,0.0042,-0.004,0.042
24.150,39.7,37.6,0.175,0.000,1.745,0.0042,0.000,0.042
24.200,39.7,37.6,0.175,0.000,0.000,0.0042,0.000,0.000
24.250,39.7,37.6,0.175,0.000,-1.745,0.0042,0.000,-0.042
24.300,39.7,37.1,0.175,-0.175,-1.745,0.0042,-0.004,-0.042
24.350,39.7,37.6,0.157,-0.175,1.745,0.0037,-0.004,0.042
24.400,39.7,38.1,0.157,0.000,1.745,0.0037,0.000,0.042
24.450,39.6,37.1,0.157,0.000,0.000,0.0037,0.000,0.000
24.500,39.7,37.6,0.157,0.000,-1.745,0.0037,0.000,-0.042
24.550,39.7,37.1,0.157,-0.175,-1.745,0.0037,-0.004,-0.042
24.600,39.7,37.1,0.140,-0.175,1.745,0.0033,-0.004,0.042
24.650,39.7,37.1,0.140,0.000,1.745,0.0033,0.000,0.042
24.700,39.7,38.1,0.140,0.000,0.000,0.0033,0.000,0.000
24.750,39.7,38.1,0.140,0.000,0.000,0.0033,0.000,0.000
24.800,39.6,37.6,0.140,0.000,-1.745,0.0033,0.000,-0.042
24.850,39.7,37.1,0.140,-0.175,-1.745,0.0033,-0.004,-0.042
24.900,39.7,36.6,0.122,-0.175,1.745,0.0029,-0.004,0.042
24.950,39.7,37.1,0.122,0.000,1.745,0.0029,0.000,0.042
25.000,39.7,37.6,0.122,0.000,0.000,0.0029,0.000,0.000
25.050,39.7,37.6,0.122,0.000,0.000,0.0029,0.000,0.000
25.100,39.7,37.1,0.122,0.000,0.000,0.0029,0.000,0.000
25.150,39.7,37.6,0.122,0.000,-1.745,0.0029,0.000,-0.042
25.200,39.7,37.6,0.122,-0.175,-1.745,0.0029,-0.004,-0.042
25.250,39.7,38.1,0.105,-0.175,1.745,0.0025,-0.004,0.042
25.300,39.7,38.1,0.105,0.000,1.745,0.0025,0.000,0.042
25.350,39.7,38.1,0.105,0.000,0.000,0.0025,0.000,0.000
25.400,39.7,37.1,0.105,0.000,0.000,0.0025,0.000,0.000
25.450,39.7,37.6,0.105,0.000,0.000,0.0025,0.000,0.000
25.500,39.7,37.6,0.105,0.000,0.000,0.0025,0.000,0.000
25.550,39.7,37.6,0.105,0.000,-1.745,0.0025,0.000,-0.042
25.600,39.7,37.6,0.105,-0.175,-1.745,0.0025,-0.004,-0.042
25.650,39.6,37.1,0.087,-0.175,1.745,0.0021,-0.004,0.042
25.700,39.7,37.6,0.087,0.000,1.745,0.0021,0.000,0.042
25.750,39.6,37.1,0.087,0.000,0.000,0.0021,0.000,0.000
25.800,39.7,37.6,0.087,0.000,0.000,0.0021,0.000,0.000
25.850,39.7,37.1,0.087,0.000,0.000,0.0021,0.000,0.000
25.900,39.7,37.6,0.087,0.000,0.000,0.0021,0.000,0.000
25.950,39.7,37.6,0.087,0.000,0.000,0.0021,0.000,0.000
26.000,39.8,37.1,0.087,0.000,0.000,0.0021,0.000,0.000
26.050,39.7,37.1,0.087,0.000,-1.745,0.0021,0.000,-0.042
26.100,39.7,37.6,0.087,-0.175,-1.745,0.0021,-0.004,-0.042
26.150,39.7,37.1,0.070,-0.175,1.745,0.0017,-0.004,0.042
26.200,39.7,37.6,0.070,0.000,1.745,0.0017,0.000,0.042
26.250,39.7,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
26.300,39.7,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
26.350,39.7,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
26.400,39.7,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
26.450,39.7,37.6,0.070,0.000,0.000,0.0017,0.000,0.000
26.500,39.7,37.6,0.070,0.000,0.000,0.0017,0.000,0.000
26.550,39.7,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
26.600,39.7,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
26.650,39.7,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
26.700,39.8,37.1,0.070,0.000,-1.745,0.0017,0.000,-0.042
26.750,39.7,37.1,0.070,-0.175,-1.745,0.0017,-0.004,-0.042
26.800,39.7,37.1,0.052,-0.175,1.745,0.0012,-0.004,0.042
26.850,39.7,37.6,0.052,0.000,1.745,0.0012,0.000,0.042
26.900,39.7,38.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.950,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.000,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.050,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.100,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.150,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.200,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.250,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.300,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.350,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.400,39.7,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
27.450,39.7,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
27.500,39.7,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
27.550,39.7,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
27.600,39.7,37.6,0.052,0.000,-1.745,0.0012,0.000,-0.042
27.650,39.7,37.6,0.052,-0.175,-1.745,0.0012,-0.004,-0.042
27.700,39.8,38.1,0.035,-0.175,1.745,8.3333E-4,-0.004,0.042
27.750,39.6,37.6,0.035,0.000,1.745,8.3333E-4,0.000,0.042
27.800,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.850,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.900,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.950,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.000,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.050,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.100,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.150,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.200,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.250,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.300,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.350,39.6,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.400,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.450,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.500,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.550,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.600,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.650,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.700,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.750,39.8,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.800,39.7,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.850,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.900,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
28.950,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
29.000,39.7,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
29.050,39.7,37.6,0.035,0.000,-1.745,8.3333E-4,0.000,-0.042
29.100,39.8,37.1,0.035,-0.175,-1.745,8.3333E-4,-0.004,-0.042
29.150,39.6,37.1,0.017,-0.175,1.745,4.1667E-4,-0.004,0.042
29.200,39.7,37.6,0.017,0.000,1.745,4.1667E-4,0.000,0.042
29.250,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.300,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.350,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.400,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.450,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.500,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.550,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.600,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.650,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.700,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.750,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.800,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.850,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.900,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.950,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.000,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.050,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.100,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.150,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.200,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.250,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.300,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.350,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.400,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.450,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.500,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.550,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.600,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.650,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.700,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.750,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.800,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.850,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.900,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
30.950,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.000,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.050,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.100,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.150,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.200,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.250,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.300,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.350,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.400,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.450,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.500,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.550,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.600,39.8,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.650,39.7,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.700,39.7,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.750,39.8,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
31.800,39.8,37.1,0.017,0.000,-1.745,4.1667E-4,0.000,-0.042
31.850,39.7,37.1,0.017,-0.175,-1.745,4.1667E-4,-0.004,-0.042
31.900,39.7,37.1,0.000,-0.175,1.745,0.0000,-0.004,0.042
31.950,39.8,37.6,0.000,0.000,1.745,0.0000,0.000,0.042
32.000,39.7,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.050,39.8,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
32.100,39.8,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.150,39.7,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
32.200,39.8,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.250,39.8,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.300,39.8,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
32.350,39.7,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.400,39.9,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.450,39.7,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.500,39.8,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
32.550,39.7,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.600,39.8,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
32.650,39.8,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
32.700,39.8,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
32.750,39.8,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.800,39.8,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
32.850,39.8,37.6,0.000,0.000,,0.0000,0.000,
32.900,39.8,37.1,0.000,,,0.0000,,
